Date,Open,High,Low,Close,Adj Close,Volume
2016-05-31,5.020000,5.230000,5.020000,5.140000,4.815771,31254286
2016-06-01,5.110000,5.180000,5.080000,5.120000,4.797032,13923029
2016-06-02,5.080000,5.150000,5.060000,5.080000,4.759555,14776526
2016-06-03,5.100000,5.140000,5.060000,5.070000,4.750186,9798500
2016-06-06,5.120000,5.160000,5.100000,5.130000,4.806401,15082000
2016-06-07,5.190000,5.380000,5.140000,5.380000,5.040631,21589706
2016-06-08,5.360000,5.440000,5.330000,5.420000,5.078108,17642686
2016-06-10,5.430000,5.460000,5.260000,5.270000,4.937570,11762200
2016-06-13,5.180000,5.200000,5.110000,5.170000,4.843878,11880623
2016-06-14,5.170000,5.190000,5.110000,5.180000,4.853246,7762256
2016-06-15,5.110000,5.300000,5.080000,5.240000,4.909462,13900989
2016-06-16,5.240000,5.270000,5.050000,5.070000,4.750186,14809260
2016-06-17,5.110000,5.160000,5.000000,5.050000,4.731448,21069556
2016-06-20,5.130000,5.410000,5.120000,5.370000,5.031262,26449691
2016-06-21,5.400000,5.420000,5.300000,5.330000,4.993785,7457737
2016-06-22,5.390000,5.410000,5.260000,5.380000,5.040631,10266525
2016-06-23,5.420000,5.420000,5.290000,5.380000,5.040631,9512400
2016-06-24,5.310000,5.410000,5.110000,5.190000,4.862617,21568184
2016-06-27,5.190000,5.230000,5.110000,5.140000,4.815771,9336500
2016-06-28,5.100000,5.180000,5.010000,5.110000,4.787663,13251447
2016-06-29,5.170000,5.210000,5.100000,5.180000,4.853246,5958916
2016-06-30,5.300000,5.310000,5.200000,5.300000,4.965678,15054986
2016-07-04,5.280000,5.400000,5.270000,5.390000,5.050000,10743146
2016-07-05,5.360000,5.470000,5.350000,5.370000,5.031262,12189688
2016-07-06,5.320000,5.380000,5.250000,5.310000,4.975047,12613528
2016-07-07,5.300000,5.400000,5.300000,5.380000,5.040631,6909812
2016-07-08,5.310000,5.490000,5.300000,5.480000,5.134323,11963476
2016-07-11,5.550000,5.750000,5.520000,5.700000,5.340446,24157940
2016-07-12,5.710000,5.810000,5.600000,5.780000,5.415399,23725481
2016-07-13,5.820000,5.850000,5.670000,5.700000,5.340446,16577429
2016-07-14,5.730000,5.930000,5.700000,5.920000,5.546568,17030979
2016-07-15,6.000000,6.020000,5.840000,5.900000,5.527830,18104000
2016-07-18,5.810000,5.950000,5.750000,5.900000,5.527830,14690383
2016-07-19,5.800000,5.860000,5.710000,5.810000,5.443507,8450000
2016-07-20,5.770000,5.880000,5.730000,5.830000,5.462245,6799736
2016-07-21,5.840000,5.920000,5.800000,5.870000,5.499722,7655732
2016-07-22,5.820000,5.860000,5.720000,5.750000,5.387292,8699209
2016-07-25,5.780000,5.820000,5.660000,5.770000,5.406030,5923882
2016-07-26,5.750000,5.980000,5.740000,5.950000,5.574676,14374717
2016-07-27,5.950000,5.990000,5.870000,5.980000,5.602784,15929694
2016-07-28,5.980000,6.060000,5.930000,6.060000,5.677737,11277231
2016-07-29,6.100000,6.100000,5.930000,5.930000,5.555937,11777696
2016-08-01,5.980000,6.090000,5.980000,5.980000,5.602784,10758000
2016-08-02,5.980000,5.980000,5.980000,5.980000,5.602784,0
2016-08-03,6.050000,6.050000,5.880000,5.910000,5.537199,14654610
2016-08-04,5.920000,5.930000,5.780000,5.900000,5.527830,9573245
2016-08-05,5.890000,5.980000,5.890000,5.900000,5.527830,5383765
2016-08-08,5.920000,5.980000,5.900000,5.970000,5.593413,5714000
2016-08-09,5.970000,5.970000,5.860000,5.960000,5.584045,11939237
2016-08-10,5.920000,6.130000,5.920000,6.080000,5.696476,14192084
2016-08-11,6.020000,6.110000,6.010000,6.110000,5.724583,10549881
2016-08-12,6.100000,6.260000,6.080000,6.160000,5.771429,16238000
2016-08-15,6.180000,6.360000,6.160000,6.320000,5.921336,12594000
2016-08-16,6.360000,6.400000,6.320000,6.400000,5.996290,11565826
2016-08-17,6.380000,6.470000,6.200000,6.210000,5.818275,18403231
2016-08-18,6.200000,6.230000,6.080000,6.140000,5.752690,15550051
2016-08-19,6.120000,6.180000,5.940000,5.980000,5.602784,12508328
2016-08-22,5.980000,5.980000,5.780000,5.870000,5.499722,13523284
2016-08-23,5.860000,5.950000,5.810000,5.930000,5.555937,12935777
2016-08-24,5.950000,5.990000,5.820000,5.870000,5.499722,7135240
2016-08-25,5.910000,5.910000,5.810000,5.850000,5.480984,6503536
2016-08-26,5.920000,5.980000,5.880000,5.920000,5.546568,7018800
2016-08-29,5.880000,5.880000,5.780000,5.820000,5.452876,10543070
2016-08-30,5.800000,5.830000,5.630000,5.660000,5.302969,18210800
2016-08-31,5.700000,5.850000,5.660000,5.740000,5.377922,19801051
2016-09-01,5.820000,5.840000,5.640000,5.720000,5.359184,14807866
2016-09-02,5.710000,5.780000,5.690000,5.750000,5.387292,9225184
2016-09-05,5.820000,5.970000,5.760000,5.920000,5.546568,10977959
2016-09-06,5.980000,5.980000,5.870000,5.890000,5.518460,7192800
2016-09-07,5.960000,5.960000,5.810000,5.830000,5.462245,11294221
2016-09-08,5.860000,5.890000,5.730000,5.750000,5.387292,23628163
2016-09-09,5.740000,5.940000,5.720000,5.860000,5.490353,21632000
2016-09-12,5.800000,5.810000,5.650000,5.670000,5.312338,19076027
2016-09-13,5.680000,5.710000,5.510000,5.550000,5.199908,14140352
2016-09-14,5.560000,5.610000,5.500000,5.520000,5.171800,9304080
2016-09-15,5.500000,5.610000,5.490000,5.570000,5.218647,11255648
2016-09-19,5.550000,5.600000,5.500000,5.520000,5.171800,15814491
2016-09-20,5.500000,5.530000,5.450000,5.470000,5.124954,8406574
